Age;Sexe;Time;Tool;motivation to watch;Interraction;reviews;Emotion;Count;Video name;Country;Time to consume;Content attract;discover new content;Type of content
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;Creative video;Fear;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;Creative video;Happy;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;Creative video;Sad;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;Creative video;Surprise;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;smooth transitions;Angry;1;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;smooth transitions;Disgust;1;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;smooth transitions;Fear;1;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;smooth transitions;Happy;1;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;smooth transitions;Sad;1;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;smooth transitions;Surprise;1;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;Didn’t get the idea delivered by this short vid;Disgust;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Didn’t get the idea delivered by this short vid;Disgust;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;Didn’t get the idea delivered by this short vid;Fear;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Didn’t get the idea delivered by this short vid;Fear;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;Nice;Angry;1;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;Nice;Angry;1;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;Nice;Disgust;1;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;Nice;Disgust;1;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;Nice;Fear;1;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;Nice;Fear;1;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;Nice;Sad;1;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;Nice;Sad;1;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;great editing;Angry;1;1;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;great editing;Disgust;1;1;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;great editing;Fear;1;1;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;great editing;Happy;1;1;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;great editing;Sad;1;1;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;great editing;Surprise;1;1;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
